step,timestamp,simulation_id,cars_quit_waiting,cars_zero_battery,vehicles_on_road,vehicles_entered,vehicles_exited,vehicles_stranded,completion_rate,total_charging,total_queued,total_waiting_spots,queue_occupancy_rate,avg_wait_time_minutes,max_wait_time_minutes,charging_utilization,num_stations,stations_over_capacity,stations_with_abandonments,avg_soc_percent,critical_battery_count,low_battery_count,throughput_vehicles_per_hour,avg_trip_duration_minutes,energy_consumption_total_kwh,charging_efficiency,station_turnaround_time,abandonment_rate,estimated_revenue,service_level,customer_satisfaction_score
152,2024-01-15 08:33:00,9f8d9dc0,3,0,10187,20400,0,0,0.0,12,15,18,0.8333333333333334,1.6,3.0,1.0,3,3,0,37.566550652886505,777,2418,0.0,0.0,0,0.9,31.6,0.00014705882352941175,1.2000000000000002,0.9998529411764706,0.7590742777763613
153,2024-01-15 08:34:00,9f8d9dc0,11,0,10212,20534,0,0,0.0,12,7,18,0.3888888888888889,1.8571428571428572,3.0,1.0,3,3,0,37.501261942641925,790,2454,0.0,0.0,0,0.9,31.857142857142858,0.0005356968929580209,1.2000000000000002,0.9994643031070419,0.7562168165566721
154,2024-01-15 08:35:00,9f8d9dc0,2,0,10227,20668,0,0,0.0,12,16,18,0.8888888888888888,1.5,4.0,1.0,3,3,0,37.4826902863316,798,2445,0.0,0.0,0,0.9,31.5,9.676795045480937e-05,1.2000000000000002,0.9999032320495452,0.7599266733924813
155,2024-01-15 08:36:00,9f8d9dc0,9,0,10233,20801,0,0,0.0,12,9,18,0.5,2.0,3.0,1.0,3,3,0,37.431160442665416,802,2469,0.0,0.0,0,0.9,32.0,0.0004326715061775876,1.2000000000000002,0.9995673284938225,0.7546892522828598
156,2024-01-15 08:37:00,9f8d9dc0,6,0,10234,20934,0,0,0.0,12,12,18,0.6666666666666666,1.4166666666666667,3.0,1.0,3,3,0,37.432319327968486,801,2482,0.0,0.0,0,0.9,31.416666666666668,0.00028661507595299513,1.2000000000000002,0.999713384924047,0.7605833259588891
157,2024-01-15 08:38:00,9f8d9dc0,6,0,10243,21067,0,0,0.0,12,12,18,0.6666666666666666,1.75,4.0,1.0,3,3,0,37.41303737298225,796,2494,0.0,0.0,0,0.9,31.75,0.0002848056201642379,1.2000000000000002,0.9997151943798358,0.7572121524978989
158,2024-01-15 08:39:00,9f8d9dc0,7,0,10234,21200,0,0,0.0,12,11,18,0.6111111111111112,1.6363636363636365,4.0,1.0,3,3,0,37.455988659862776,783,2471,0.0,0.0,0,0.9,31.636363636363637,0.00033018867924528304,1.2000000000000002,0.9996698113207547,0.7584162654843911
159,2024-01-15 08:40:00,9f8d9dc0,6,0,10252,21333,0,0,0.0,12,12,18,0.6666666666666666,1.5833333333333333,3.0,1.0,3,3,0,37.41190994911601,792,2489,0.0,0.0,0,0.9,31.583333333333332,0.0002812543945999156,1.2000000000000002,0.9997187456054001,0.7588779848070588
160,2024-01-15 08:41:00,9f8d9dc0,7,0,10240,21466,0,0,0.0,12,11,18,0.6111111111111112,1.7272727272727273,4.0,1.0,3,3,0,37.467919352469906,783,2477,0.0,0.0,0,0.9,31.727272727272727,0.00032609708376036525,1.2000000000000002,0.9996739029162396,0.7575326725987084
161,2024-01-15 08:42:00,9f8d9dc0,8,0,10237,21599,0,0,0.0,12,10,18,0.5555555555555556,1.4,3.0,1.0,3,3,0,37.48707213627001,802,2464,0.0,0.0,0,0.9,31.4,0.0003703875179406454,1.2000000000000002,0.9996296124820594,0.7608259892653637
