step,timestamp,simulation_id,cars_quit_waiting,cars_zero_battery,vehicles_on_road,vehicles_entered,vehicles_exited,vehicles_stranded,completion_rate,total_charging,total_queued,total_waiting_spots,queue_occupancy_rate,avg_wait_time_minutes,max_wait_time_minutes,charging_utilization,num_stations,stations_over_capacity,stations_with_abandonments,avg_soc_percent,critical_battery_count,low_battery_count,throughput_vehicles_per_hour,avg_trip_duration_minutes,energy_consumption_total_kwh,charging_efficiency,station_turnaround_time,abandonment_rate,estimated_revenue,service_level,customer_satisfaction_score
62,2024-01-15 07:03:00,fd0a166c,2,0,2936,3329,0,0,0.0,5,4,18,0.2222222222222222,1.5,2.0,0.4166666666666667,3,1,0,43.31461425406865,99,418,0.0,0.0,0,0.9,31.5,0.0006007810153199159,0.5,0.9993992189846801,0.7713889161020093
63,2024-01-15 07:04:00,fd0a166c,1,0,2977,3391,0,0,0.0,6,5,18,0.2777777777777778,2.0,3.0,0.5,3,1,0,43.095713508637346,101,429,0.0,0.0,0,0.9,32.0,0.0002948982601002654,0.6000000000000001,0.9997051017398997,0.7660734677132345
64,2024-01-15 07:05:00,fd0a166c,1,0,2999,3439,0,0,0.0,6,5,18,0.2777777777777778,2.4,4.0,0.5,3,1,0,42.939237122828025,105,434,0.0,0.0,0,0.9,32.4,0.0002907822041291073,0.6000000000000001,0.9997092177958709,0.7617621613640045
65,2024-01-15 07:06:00,fd0a166c,5,0,3029,3489,0,0,0.0,6,1,18,0.05555555555555555,1.0,1.0,0.5,3,1,0,42.69588909874493,122,439,0.0,0.0,0,0.9,31.0,0.0014330753797649756,0.6000000000000001,0.998566924620235,0.7748185480455839
66,2024-01-15 07:07:00,fd0a166c,0,0,3066,3548,0,0,0.0,6,6,18,0.3333333333333333,1.1666666666666667,2.0,0.5,3,1,0,42.50305765015827,127,465,0.0,0.0,0,0.9,31.166666666666668,0.0,0.6000000000000001,1.0,0.7733394486336499
67,2024-01-15 07:08:00,fd0a166c,4,0,3100,3609,0,0,0.0,8,2,18,0.1111111111111111,2.5,3.0,0.6666666666666666,3,1,0,42.43961344065676,138,477,0.0,0.0,0,0.9,32.5,0.0011083402604599613,0.8,0.9988916597395401,0.7594358907771296
68,2024-01-15 07:09:00,fd0a166c,1,0,3149,3678,0,0,0.0,8,5,18,0.2777777777777778,1.4,3.0,0.6666666666666666,3,1,0,42.32596738368308,150,496,0.0,0.0,0,0.9,31.4,0.0002718868950516585,0.8,0.9997281131049484,0.7705431800093456
69,2024-01-15 07:10:00,fd0a166c,1,0,3208,3760,0,0,0.0,8,5,18,0.2777777777777778,2.0,4.0,0.6666666666666666,3,1,0,42.355440816338266,165,521,0.0,0.0,0,0.9,32.0,0.00026595744680851064,0.8,0.9997340425531915,0.7646044986539531
70,2024-01-15 07:11:00,fd0a166c,2,0,3231,3815,0,0,0.0,8,6,18,0.3333333333333333,1.8333333333333333,3.0,0.6666666666666666,3,1,0,42.28940857161573,162,535,0.0,0.0,0,0.9,31.833333333333332,0.0005242463958060288,0.8,0.9994757536041939,0.7660357852515757
71,2024-01-15 07:12:00,fd0a166c,4,0,3266,3880,0,0,0.0,8,5,18,0.2777777777777778,1.4,2.0,0.6666666666666666,3,1,0,42.250022516473315,164,542,0.0,0.0,0,0.9,31.4,0.0010309278350515464,0.8,0.9989690721649485,0.7700876738989261
72,2024-01-15 07:13:00,fd0a166c,2,0,3284,3937,0,0,0.0,8,8,18,0.4444444444444444,1.5,3.0,0.6666666666666666,3,1,0,42.22552646512536,163,537,0.0,0.0,0,0.9,31.5,0.000508001016002032,0.8,0.999491998983998,0.76924785252385
73,2024-01-15 07:14:00,fd0a166c,7,0,3323,4008,0,0,0.0,8,5,18,0.2777777777777778,1.2,2.0,0.6666666666666666,3,2,0,42.205901319609126,158,552,0.0,0.0,0,0.9,31.2,0.001746506986027944,0.8,0.998253493013972,0.771713199844807
